,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2232,Grange Park,43.653,-79.393,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
2233,Grange Park,43.653,-79.393,Le Gourmand Café,43.648282339042105,-79.39623145239167,Café
2234,Grange Park,43.653,-79.393,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
2235,Grange Park,43.653,-79.393,Dark Horse Espresso Bar,43.64829161679981,-79.39039040155937,Coffee Shop
2236,Grange Park,43.653,-79.393,Dumpling House,43.65386003934455,-79.3985583639792,Dumpling Restaurant
2237,Grange Park,43.653,-79.393,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
2238,Grange Park,43.653,-79.393,General Assembly,43.647326115934106,-79.39304291907733,Pizza Place
2239,Grange Park,43.653,-79.393,Yoga Tree Downtown,43.647902460114445,-79.39608601147005,Yoga Studio
2240,Grange Park,43.653,-79.393,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
2241,Grange Park,43.653,-79.393,ClearlyContacts.ca - Queen St.,43.649713007431636,-79.39163405003372,Optical Shop
2242,Grange Park,43.653,-79.393,Lush,43.64945931504611,-79.39413651823997,Cosmetics Shop
2243,Grange Park,43.653,-79.393,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
2244,Grange Park,43.653,-79.393,EB Games,43.6489361368077,-79.3953942781761,Video Game Store
2245,Grange Park,43.653,-79.393,Sansotei Ramen 三草亭,43.655157467561246,-79.38650067479335,Ramen Restaurant
2246,Grange Park,43.653,-79.393,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
2247,Grange Park,43.653,-79.393,The Alternative Cafe,43.64785159337648,-79.39701448321635,Coffee Shop
2248,Grange Park,43.653,-79.393,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
2249,Grange Park,43.653,-79.393,Kekou Gelato House,43.648651876492046,-79.39690109356265,Ice Cream Shop
2250,Grange Park,43.653,-79.393,Avenue Open Kitchen,43.647273151492655,-79.39631997359885,Diner
2251,Grange Park,43.653,-79.393,Butter Avenue,43.64849710051548,-79.3977987397473,Dessert Shop
2252,Grange Park,43.653,-79.393,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
2253,Grange Park,43.653,-79.393,Aloette,43.648380956878,-79.39618583130652,Restaurant
2254,Grange Park,43.653,-79.393,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
2255,Grange Park,43.653,-79.393,Rasta Pasta,43.65420716538317,-79.40046891984555,Caribbean Restaurant
2256,Grange Park,43.653,-79.393,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
2257,Grange Park,43.653,-79.393,Cold Tea,43.65419313416817,-79.40107491108753,Bar
2258,Grange Park,43.653,-79.393,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
2259,Grange Park,43.653,-79.393,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
2260,Grange Park,43.653,-79.393,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
2261,Grange Park,43.653,-79.393,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
2262,Grange Park,43.653,-79.393,Town Crier Pub,43.648121,-79.390248,Pub
2263,Grange Park,43.653,-79.393,Starbucks,43.64736697665149,-79.39271939237267,Coffee Shop
2264,Grange Park,43.653,-79.393,Buna's Kitchen,43.64804220591876,-79.39493648214875,Bistro
2265,Grange Park,43.653,-79.393,RaviSoups,43.64736939566164,-79.39183955161323,Soup Place
2266,Grange Park,43.653,-79.393,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
2267,Grange Park,43.653,-79.393,City Dance Corps,43.648143964685374,-79.39811053124042,Dance Studio
2268,Grange Park,43.653,-79.393,Rialto Espresso Bar,43.648059,-79.389791,Café
2269,Grange Park,43.653,-79.393,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
2270,Grange Park,43.653,-79.393,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
2271,Grange Park,43.653,-79.393,TIFF Bell Lightbox,43.64634159071232,-79.39006297129853,Movie Theater
2272,Grange Park,43.653,-79.393,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
2273,Grange Park,43.653,-79.393,Fusaro's Kitchen,43.64811852414678,-79.396060378564,Sandwich Place
2274,Grange Park,43.653,-79.393,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
2275,Grange Park,43.653,-79.393,MEC,43.64590807788504,-79.39306730068618,Sporting Goods Shop
2276,Grange Park,43.653,-79.393,Toronto Popcorn Co,43.65502850858242,-79.39950090464713,Snack Place
2277,Grange Park,43.653,-79.393,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
2278,Grange Park,43.653,-79.393,The Cameron House,43.648617,-79.39757,Bar
2279,Grange Park,43.653,-79.393,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
2280,Grange Park,43.653,-79.393,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
2281,Grange Park,43.653,-79.393,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
2282,Harbord Village,43.661,-79.406,Rasa,43.662756751275445,-79.40398803188654,Restaurant
2283,Harbord Village,43.661,-79.406,Her Father's Cider Bar + Kitchen,43.66244824890102,-79.40470324675829,Beer Bar
2284,Harbord Village,43.661,-79.406,Harbord House,43.66246595195944,-79.40541041671369,Bar
2285,Harbord Village,43.661,-79.406,Akai Sushi,43.66246971191281,-79.40494572728848,Sushi Restaurant
2286,Harbord Village,43.661,-79.406,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
2287,Harbord Village,43.661,-79.406,Cafe Cancan,43.662735486588865,-79.40344738555669,French Restaurant
2288,Harbord Village,43.661,-79.406,Bampot,43.661516901580214,-79.4090529984477,Café
2289,Harbord Village,43.661,-79.406,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
2290,Harbord Village,43.661,-79.406,The Planet Traveler,43.657202,-79.403568,Hostel
2291,Harbord Village,43.661,-79.406,Voodoo Child,43.65695821626081,-79.40546029795985,Café
2292,Harbord Village,43.661,-79.406,Harbord Bakery & Calandria,43.662519096022976,-79.40444270567404,Bakery
2293,Harbord Village,43.661,-79.406,"Flip, Toss & Thai",43.662241187899866,-79.40624978440559,Thai Restaurant
2294,Harbord Village,43.661,-79.406,Manic Coffee,43.656684355245964,-79.40703202630826,Café
2295,Harbord Village,43.661,-79.406,Isshin Ramen 一心,43.65651655724417,-79.40694540739058,Ramen Restaurant
2296,Harbord Village,43.661,-79.406,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
2297,Harbord Village,43.661,-79.406,Sneaky Dee's,43.65634906243686,-79.40764590401695,Bar
2298,Harbord Village,43.661,-79.406,The Cloak and Dagger,43.65693093368426,-79.40566290389248,Pub
2299,Harbord Village,43.661,-79.406,Bulk Barn,43.66570828665725,-79.40832293053349,Grocery Store
2300,Harbord Village,43.661,-79.406,Café Pamenar,43.65667776586101,-79.402821713777,Café
2301,Harbord Village,43.661,-79.406,Carmen's City Market,43.65764732156707,-79.40162631000557,Supermarket
2302,Harbord Village,43.661,-79.406,The Bloor Hot Docs Cinema,43.665499199156656,-79.4103125084796,Indie Movie Theater
2303,Harbord Village,43.661,-79.406,Snakes & Lattes,43.65609293764607,-79.40913788978382,Café
2304,Harbord Village,43.661,-79.406,Aunties & Uncles,43.657002319344706,-79.40664730258456,Breakfast Spot
2305,Harbord Village,43.661,-79.406,Sheherzade,43.656658800835054,-79.40696895427777,Persian Restaurant
2306,Harbord Village,43.661,-79.406,Harvest Kitchen,43.662713770749434,-79.40433001263669,Restaurant
2307,Harbord Village,43.661,-79.406,Bar Raval,43.65590380020168,-79.41012528837247,Tapas Restaurant
2308,Harbord Village,43.661,-79.406,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
2309,Harbord Village,43.661,-79.406,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
2310,Harbord Village,43.661,-79.406,BMV Books,43.66586,-79.406824,Bookstore
2311,Harbord Village,43.661,-79.406,Sheba Ethiopian,43.656685815602685,-79.40682692461255,Ethiopian Restaurant
2312,Harbord Village,43.661,-79.406,Crafty Coyote,43.66559307383268,-79.40862274504491,Beer Bar
2313,Harbord Village,43.661,-79.406,LoPan,43.65588525732186,-79.40990485291789,Bar
2314,Harbord Village,43.661,-79.406,La Carnita,43.65591551086448,-79.40985687766016,Taco Place
2315,Harbord Village,43.661,-79.406,Fresh on Bloor,43.66675488472059,-79.40349130034014,Vegetarian / Vegan Restaurant
2316,Harbord Village,43.661,-79.406,Pizza Gigi,43.66169963608158,-79.40826521255781,Pizza Place
2317,Harbord Village,43.661,-79.406,Grasshopper,43.65757329774803,-79.40215928821414,Vegetarian / Vegan Restaurant
2318,Harbord Village,43.661,-79.406,Midoco Art & Office Supplies,43.66524983686544,-79.41059231104832,Arts & Crafts Store
2319,Harbord Village,43.661,-79.406,Free Times Cafe,43.657662,-79.402368,Music Venue
2320,Harbord Village,43.661,-79.406,DAVIDsTEA,43.66579011022749,-79.40826968594604,Tea Room
2321,Harbord Village,43.661,-79.406,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
2322,Harbord Village,43.661,-79.406,Woodlot Restaurant & Bakery,43.655765,-79.409929,New American Restaurant
2323,Harbord Village,43.661,-79.406,Aroma Wellness Clinic and Spa,43.66483011797359,-79.41272601896088,Spa
2324,Harbord Village,43.661,-79.406,Eva's Original Chimneys,43.665608421839806,-79.4090342859261,Ice Cream Shop
2325,Harbord Village,43.661,-79.406,Country Style Hungarian Restaurant,43.66562095917719,-79.40897737643422,Eastern European Restaurant
2326,Harbord Village,43.661,-79.406,She Said Boom!,43.657137075879916,-79.40472596142499,Record Shop
2327,Harbord Village,43.661,-79.406,Snakes & Lattes,43.66478921378291,-79.41315049188894,Café
2328,Harbord Village,43.661,-79.406,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
2329,Harbord Village,43.661,-79.406,Trinity Common,43.65658951604609,-79.4027605130573,Bar
2330,Harbord Village,43.661,-79.406,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
2331,Harbord Village,43.661,-79.406,Famoso Neapolitan Pizzeria,43.66619627664693,-79.40656418036734,Pizza Place
2332,Harbord Village,43.661,-79.406,Wanda's Pie in the Sky,43.656162824734984,-79.40263037274666,Bakery
2333,Harbord Village,43.661,-79.406,The Hogtown Vegan,43.657007,-79.405302,Vegetarian / Vegan Restaurant
2334,Harbord Village,43.661,-79.406,Urban Herbivore,43.65619336278354,-79.40267323355785,Vegetarian / Vegan Restaurant
2335,Harbord Village,43.661,-79.406,Bakka Phoenix Books,43.662958633796144,-79.40260149079198,Bookstore
2336,Harbord Village,43.661,-79.406,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
2337,Harbord Village,43.661,-79.406,The Hideout,43.65637,-79.40714,Bar
2338,Harbord Village,43.661,-79.406,A & C World,43.65740880302916,-79.39984655786655,Gaming Cafe
2339,Harbord Village,43.661,-79.406,Big Fat Burrito,43.65607191076809,-79.40258445136877,Burrito Place
2340,Harbord Village,43.661,-79.406,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
2341,Harbord Village,43.661,-79.406,Kensington Brewing Company,43.65654075339515,-79.40268640008452,Brewery
2342,Harbord Village,43.661,-79.406,Livelihood Cafe,43.655820905845346,-79.40262894753235,Café
2343,Harbord Village,43.661,-79.406,Fancy Franks,43.6574804927611,-79.40273257272881,Hot Dog Joint
2344,Harbord Village,43.661,-79.406,Rustle And Still,43.66473385467293,-79.41310970667249,Sandwich Place
2345,Harbord Village,43.661,-79.406,Sam James Coffee Bar,43.66038644717935,-79.41547598490168,Coffee Shop
2346,Harbord Village,43.661,-79.406,Little Pebbles,43.654883,-79.400264,Coffee Shop
2347,Harbord Village,43.661,-79.406,DaiLo,43.65593123308572,-79.40992383039809,Asian Restaurant
2348,Harbord Village,43.661,-79.406,Blue Banana Market,43.65566895683622,-79.40255063337135,Furniture / Home Store
2349,Harbord Village,43.661,-79.406,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
2350,Harbord Village,43.661,-79.406,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
2351,Harbord Village,43.661,-79.406,Mother's Dumplings,43.65710501801941,-79.39955196237875,Dumpling Restaurant
2352,Harbord Village,43.661,-79.406,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
2353,Harbord Village,43.661,-79.406,Cobs Bread,43.66622171718618,-79.40606647691668,Bakery
2354,Harbord Village,43.661,-79.406,Hodo Kwaja 호도과자,43.6642403221846,-79.41557903826563,Dessert Shop
2355,Harbord Village,43.661,-79.406,Athletic Centre,43.66248699305214,-79.40065676565847,College Gym
2356,Harbord Village,43.661,-79.406,The Original Gyro Grill,43.66662059602154,-79.40554379665828,Greek Restaurant
2357,Harbord Village,43.661,-79.406,One Love Vegetarian,43.66658821356758,-79.41177681464762,Vegetarian / Vegan Restaurant
2358,Harbord Village,43.661,-79.406,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
2359,Harbord Village,43.661,-79.406,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
2360,Harbord Village,43.661,-79.406,Cold Tea,43.65419313416817,-79.40107491108753,Bar
2361,Harbord Village,43.661,-79.406,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
2362,Harbord Village,43.661,-79.406,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
2363,Harbord Village,43.661,-79.406,Pancho's Bakery,43.654750233381165,-79.40210500607643,Bakery
2364,Harbord Village,43.661,-79.406,George's Deli & BBQ,43.664896832155215,-79.41057358529474,Deli / Bodega
2365,Harbord Village,43.661,-79.406,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
2366,Harbord Village,43.661,-79.406,Lee's Palace & The Dance Cave,43.66544538237753,-79.40954187360934,Music Venue
2367,Harbord Village,43.661,-79.406,Fuwa Fuwa Japanese Pancakes,43.66587984725407,-79.40783968911445,Pastry Shop
2368,Harbord Village,43.661,-79.406,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
2369,Harbord Village,43.661,-79.406,Pinky's Ca Phe,43.65553023379977,-79.4138787532894,Asian Restaurant
2370,Harbord Village,43.661,-79.406,Real Thailand Restaurant,43.66655676709821,-79.40465745192407,Thai Restaurant
2371,Harbord Village,43.661,-79.406,Bunner's Bake Shop,43.655655031503564,-79.40246748520138,Bakery
2372,Harbord Village,43.661,-79.406,Booster Juice,43.658016,-79.3993,Smoothie Shop
2373,Harbord Village,43.661,-79.406,Little Piggy's,43.666053,-79.406811,Korean Restaurant
2374,Harbord Village,43.661,-79.406,Nu Bügel,43.65554660380164,-79.40252785873975,Bagel Shop
2375,Harbord Village,43.661,-79.406,Toronto Temperance Society,43.655294435314424,-79.41310602717921,Speakeasy
2376,Harbord Village,43.661,-79.406,Just You Sarah & Tom,43.66450137913881,-79.41422966456183,Gift Shop
2377,Harbord Village,43.661,-79.406,Hooked,43.6545853262614,-79.40174629702895,Fish Market
2378,Harbord Village,43.661,-79.406,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
2379,Harbord Village,43.661,-79.406,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
2380,Harbord Village,43.661,-79.406,Soundscapes,43.65542589141451,-79.41286084467434,Record Shop
2381,Harbord Village,43.661,-79.406,Fresca Pizza & Pasta,43.65767178765488,-79.40192098444325,Pizza Place
2382,Harbourfront / CityPlace,43.638000000000005,-79.385,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
2383,Harbourfront / CityPlace,43.638000000000005,-79.385,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
2384,Harbourfront / CityPlace,43.638000000000005,-79.385,Boxcar Social,43.63831906511549,-79.38246311921247,Café
2385,Harbourfront / CityPlace,43.638000000000005,-79.385,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
2386,Harbourfront / CityPlace,43.638000000000005,-79.385,HTO Park,43.63794857171933,-79.38781965601113,Park
2387,Harbourfront / CityPlace,43.638000000000005,-79.385,PawsWay,43.63859915782706,-79.38499178154079,Event Space
2388,Harbourfront / CityPlace,43.638000000000005,-79.385,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
2389,Harbourfront / CityPlace,43.638000000000005,-79.385,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
2390,Harbourfront / CityPlace,43.638000000000005,-79.385,Y Yoga,43.638533613620204,-79.38915754933562,Yoga Studio
2391,Harbourfront / CityPlace,43.638000000000005,-79.385,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
2392,Harbourfront / CityPlace,43.638000000000005,-79.385,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
2393,Harbourfront / CityPlace,43.638000000000005,-79.385,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
2394,Harbourfront / CityPlace,43.638000000000005,-79.385,Lake Ontario,43.6393984463836,-79.37958867466168,Lake
2395,Harbourfront / CityPlace,43.638000000000005,-79.385,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
2396,Harbourfront / CityPlace,43.638000000000005,-79.385,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
2397,Harbourfront / CityPlace,43.638000000000005,-79.385,Queens Quay / Lakeshore Trail,43.637473953249064,-79.38939209154272,Track
2398,Harbourfront / CityPlace,43.638000000000005,-79.385,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
2399,Harbourfront / CityPlace,43.638000000000005,-79.385,Tim Hortons,43.6387035,-79.3862146,Coffee Shop
2400,Harbourfront / CityPlace,43.638000000000005,-79.385,WestJet Flight Deck,43.641038,-79.389092,Baseball Stadium
2401,Harbourfront / CityPlace,43.638000000000005,-79.385,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
2402,Harbourfront / CityPlace,43.638000000000005,-79.385,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
2403,Harbourfront / CityPlace,43.638000000000005,-79.385,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
2404,Harbourfront / CityPlace,43.638000000000005,-79.385,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
2405,Harbourfront / CityPlace,43.638000000000005,-79.385,The Rec Room,43.641109851662456,-79.38676279808568,Bar
2406,Harbourfront / CityPlace,43.638000000000005,-79.385,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
2407,Harbourfront / CityPlace,43.638000000000005,-79.385,BeaverTails,43.63989909345207,-79.380196784021,Bakery
2408,Harbourfront / CityPlace,43.638000000000005,-79.385,iQ Food Co,43.642851,-79.382081,Salad Place
2409,Harbourfront / CityPlace,43.638000000000005,-79.385,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
2410,Harbourfront / CityPlace,43.638000000000005,-79.385,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
2411,Harbourfront / CityPlace,43.638000000000005,-79.385,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
2412,Harbourfront / CityPlace,43.638000000000005,-79.385,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
2413,Harbourfront / CityPlace,43.638000000000005,-79.385,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
2414,Harbourfront / CityPlace,43.638000000000005,-79.385,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
2415,Harbourfront / CityPlace,43.638000000000005,-79.385,Ray Bay,43.642323,-79.38593,Aquarium
2416,Harbourfront / CityPlace,43.638000000000005,-79.385,Superclub,43.63976132108351,-79.39114334001921,Gym
2417,Harbourfront / CityPlace,43.638000000000005,-79.385,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
2418,Harbourfront / CityPlace,43.638000000000005,-79.385,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
2419,Harbourfront / CityPlace,43.638000000000005,-79.385,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
2420,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.637735310079506,-79.39220286985542,Coffee Shop
2421,Harbourfront / CityPlace,43.638000000000005,-79.385,Sharetea-Waterfront,43.640175967763966,-79.37960567018246,Bubble Tea Shop
2422,Harbourfront / CityPlace,43.638000000000005,-79.385,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
2423,Harbourfront / CityPlace,43.638000000000005,-79.385,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
2424,Harbourfront / CityPlace,43.638000000000005,-79.385,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
2425,Harbourfront / CityPlace,43.638000000000005,-79.385,Radisson Admiral Hotel Toronto-Harbourfront,43.638701517346064,-79.38574102586699,Hotel
2426,Harbourfront / CityPlace,43.638000000000005,-79.385,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
2427,Harbourfront / CityPlace,43.638000000000005,-79.385,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
2428,Harbourfront / CityPlace,43.638000000000005,-79.385,Miku,43.64137436,-79.37753063,Japanese Restaurant
2429,Harbourfront / CityPlace,43.638000000000005,-79.385,Toronto Music Garden,43.636901770652464,-79.39393331122407,Garden
2430,Harbourfront / CityPlace,43.638000000000005,-79.385,Real Sports Bar & Grill,43.64255846521551,-79.37996506690979,Sports Bar
2431,Harbourfront / CityPlace,43.638000000000005,-79.385,Spadina Wave Deck,43.63769152068098,-79.39177640357569,Scenic Lookout
2432,Harbourfront / CityPlace,43.638000000000005,-79.385,Crossfit 416,43.63819496273582,-79.39069572966437,Gym
2433,Harbourfront / CityPlace,43.638000000000005,-79.385,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
2434,Harbourfront / CityPlace,43.638000000000005,-79.385,Le Germain Hotel Toronto Maple Leaf Square,43.64312502979691,-79.38091770864038,Hotel
2435,Harbourfront / CityPlace,43.638000000000005,-79.385,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
2436,Harbourfront / CityPlace,43.638000000000005,-79.385,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
2437,Harbourfront / CityPlace,43.638000000000005,-79.385,TELUS Store,43.64331243103257,-79.38099939294844,Office
2438,Harbourfront / CityPlace,43.638000000000005,-79.385,The Ritz-Carlton Toronto,43.645330157595886,-79.38708901405334,Hotel
2439,Harbourfront / CityPlace,43.638000000000005,-79.385,Dangerous Lagoon,43.64233,-79.385925,Aquarium
2440,Harbourfront / CityPlace,43.638000000000005,-79.385,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
2441,Harbourfront / CityPlace,43.638000000000005,-79.385,InterContinental Toronto Centre,43.6441772,-79.3854425,Hotel
2442,Harbourfront / CityPlace,43.638000000000005,-79.385,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
2443,Harbourfront / CityPlace,43.638000000000005,-79.385,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
2444,Harbourfront / CityPlace,43.638000000000005,-79.385,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
2445,Harbourfront / CityPlace,43.638000000000005,-79.385,Scaddabush,43.6447367776608,-79.38535477982775,Italian Restaurant
2446,Harbourfront / CityPlace,43.638000000000005,-79.385,Canadian Waters,43.642277,-79.38588,Aquarium
2447,Harbourfront / CityPlace,43.638000000000005,-79.385,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
2448,Harbourfront / CityPlace,43.638000000000005,-79.385,The National Ballet of Canada,43.63742907978547,-79.3934224456686,Dance Studio
2449,Harbourfront / CityPlace,43.638000000000005,-79.385,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
2450,Harbourfront / CityPlace,43.638000000000005,-79.385,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
2451,Harbourfront / CityPlace,43.638000000000005,-79.385,Spa My Blend by Clarins,43.645359,-79.387128,Spa
2452,Harbourfront / CityPlace,43.638000000000005,-79.385,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
2453,Harbourfront / CityPlace,43.638000000000005,-79.385,Pizzaiolo,43.63911334934392,-79.38726583483393,Pizza Place
2454,Harbourfront / CityPlace,43.638000000000005,-79.385,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
2455,Harbourfront / CityPlace,43.638000000000005,-79.385,The Second City,43.64563251724917,-79.39122468317156,Comedy Club
2456,Harbourfront / CityPlace,43.638000000000005,-79.385,Harbour Sixty Steakhouse,43.64222021431867,-79.37794459004243,Steakhouse
2457,Harbourfront / CityPlace,43.638000000000005,-79.385,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
2458,Harbourfront / CityPlace,43.638000000000005,-79.385,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
2459,Harbourfront / CityPlace,43.638000000000005,-79.385,Subway,43.63946501862797,-79.38353346795704,Sandwich Place
2460,Harbourfront / CityPlace,43.638000000000005,-79.385,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
2461,Harbourfront / CityPlace,43.638000000000005,-79.385,Mi-Ne,43.64073639213635,-79.39111356908798,Japanese Restaurant
2462,Harbourfront / CityPlace,43.638000000000005,-79.385,Music Garden Cafe,43.63741272727682,-79.39319822559642,Café
2463,Harbourfront / CityPlace,43.638000000000005,-79.385,WVRST,43.644895,-79.382196,Beer Bar
2464,Harbourfront / CityPlace,43.638000000000005,-79.385,Kellys Landing,43.64500578241027,-79.3826604817129,Restaurant
2465,Harbourfront / CityPlace,43.638000000000005,-79.385,Loose Moose Tap & Grill,43.64528061938072,-79.38396600831251,Sports Bar
2466,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.646935797838935,-79.38442766632808,Coffee Shop
2467,Harbourfront / CityPlace,43.638000000000005,-79.385,McCafé,43.644490691919735,-79.38110912246584,Café
2468,Harbourfront / CityPlace,43.638000000000005,-79.385,Victor Restaurant & Bar,43.64563436248102,-79.39112538566908,Bar
2469,Harbourfront / CityPlace,43.638000000000005,-79.385,Residence Inn Toronto Downtown/Entertainment District,43.64475176176148,-79.39072743058205,Hotel
2470,Harbourfront / CityPlace,43.638000000000005,-79.385,Library Bar,43.64550019136729,-79.38160166851243,Hotel Bar
2471,Harbourfront / CityPlace,43.638000000000005,-79.385,Le Germain Hotel Toronto Mercer,43.645669000691335,-79.39104380308996,Hotel
2472,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
2473,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.643416968242754,-79.38089063422369,Coffee Shop
2474,Harbourfront / CityPlace,43.638000000000005,-79.385,A&W,43.645982,-79.389621,Fast Food Restaurant
2475,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.64022589897671,-79.39283485238107,Coffee Shop
2476,Harbourfront / CityPlace,43.638000000000005,-79.385,Jack Astor's Bar & Grill,43.645315,-79.383837,American Restaurant
2477,Harbourfront / CityPlace,43.638000000000005,-79.385,Glenn Gould Studio,43.64424623197815,-79.38799044404566,Concert Hall
2478,Harbourfront / CityPlace,43.638000000000005,-79.385,Starbucks,43.646205403929564,-79.38638518330215,Coffee Shop
