,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Alexandra Park,43.71627,-79.40555,Sheridan Nurseries,43.71900479624233,-79.40050025384096,Flower Shop
1,Alexandra Park,43.71627,-79.40555,Himalayan Java,43.713486181375714,-79.39981137215881,Café
2,Alexandra Park,43.71627,-79.40555,De Mello Palheta Coffee Roasters,43.71179137179029,-79.39940300399607,Coffee Shop
3,Alexandra Park,43.71627,-79.40555,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
4,Alexandra Park,43.71627,-79.40555,Douce France,43.7115544338723,-79.3993940377493,Bakery
5,Alexandra Park,43.71627,-79.40555,Starbucks,43.71120035387884,-79.3991818675651,Coffee Shop
6,Alexandra Park,43.71627,-79.40555,Alexander Muir Memorial Gardens,43.72131498723094,-79.40082168480554,Garden
7,Alexandra Park,43.71627,-79.40555,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
8,Alexandra Park,43.71627,-79.40555,Cibo Wine Bar,43.711463877485286,-79.39957014527212,Italian Restaurant
9,Alexandra Park,43.71627,-79.40555,La Vecchia Ristorante,43.710166725920814,-79.39908639249543,Italian Restaurant
10,Alexandra Park,43.71627,-79.40555,DAVIDsTEA,43.70976458884342,-79.39894101501558,Tea Room
11,Alexandra Park,43.71627,-79.40555,Grazie Ristorante,43.70932882869532,-79.39882260781977,Italian Restaurant
12,Alexandra Park,43.71627,-79.40555,lululemon,43.71572,-79.39996,Sporting Goods Shop
13,Alexandra Park,43.71627,-79.40555,Eglinton Park,43.707984144557415,-79.40454877902582,Baseball Field
14,Alexandra Park,43.71627,-79.40555,Classico Louie's Pizzeria,43.71331640391565,-79.39968361029854,Pizza Place
15,Alexandra Park,43.71627,-79.40555,Sign of the Skier,43.71939547570994,-79.40123398131982,Sporting Goods Shop
16,Alexandra Park,43.71627,-79.40555,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
17,Alexandra Park,43.71627,-79.40555,La Bohème,43.71167599695102,-79.39935123848237,Café
18,Alexandra Park,43.71627,-79.40555,Nailsense,43.71746731916717,-79.40065341489495,Spa
19,Alexandra Park,43.71627,-79.40555,Starbucks,43.71545573067855,-79.40030317600592,Coffee Shop
20,Alexandra Park,43.71627,-79.40555,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
21,Alexandra Park,43.71627,-79.40555,Sushi Shop,43.71360852879086,-79.39984396235917,Restaurant
22,Alexandra Park,43.71627,-79.40555,Good Bite Restaurant,43.71144896644362,-79.39934257487279,Diner
23,Alexandra Park,43.71627,-79.40555,North 44,43.713039725451154,-79.39957789288633,Steakhouse
24,Alexandra Park,43.71627,-79.40555,Toronto Sporting Life 10k,43.7118316505242,-79.39945147259415,Track
25,Alexandra Park,43.71627,-79.40555,Sip Wine Bar,43.709706559620166,-79.39855751580205,Wine Bar
26,Alexandra Park,43.71627,-79.40555,Sport Chek Yonge Street,43.71286036122824,-79.39961123505314,Sporting Goods Shop
27,Alexandra Park,43.71627,-79.40555,Pascale Gourmet Deli,43.70999,-79.399093,Deli / Bodega
28,Alexandra Park,43.71627,-79.40555,Noah's Natural Foods,43.70998028558085,-79.39903038319292,Food & Drink Shop
29,Alexandra Park,43.71627,-79.40555,Best Buy,43.71000147945975,-79.39952357682165,Electronics Store
30,Alexandra Park,43.71627,-79.40555,Banh Mi Boys,43.709216793291695,-79.39877705894672,Fast Food Restaurant
31,Alexandra Park,43.71627,-79.40555,South St. Burger,43.709654865131874,-79.39883266055938,Burger Joint
32,Alexandra Park,43.71627,-79.40555,Sushi Rock Café,43.709088833260985,-79.39864107618006,Sushi Restaurant
33,Alexandra Park,43.71627,-79.40555,Mai Thai Restaurant,43.70877913493312,-79.39872010094855,Thai Restaurant
34,Alexandra Park,43.71627,-79.40555,Budget Car & Truck Rental,43.718479,-79.401165,Rental Car Location
35,Alexandra Park,43.71627,-79.40555,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
36,Alexandra Park,43.71627,-79.40555,Glengrove Suites,43.71994664574377,-79.40079419830145,Hotel
37,Alexandra Park,43.71627,-79.40555,Otter Creek Skating Park,43.72102020325752,-79.40982802200654,Skating Rink
38,Alexandra Park,43.71627,-79.40555,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
39,Alexandra Park,43.71627,-79.40555,Lawrence & Yonge,43.72433878859663,-79.40206956347814,Intersection
40,Allenby,43.71275,-79.54746,Chubby's Fish N' Chips,43.7151901026172,-79.55534628122035,Fish & Chips Shop
41,Allenby,43.71275,-79.54746,Lowe's Home Improvement,43.7087841,-79.5481391,Hardware Store
42,Allenby,43.71275,-79.54746,Faley Restaurant,43.713816758640164,-79.55867566515604,Asian Restaurant
43,Allenby,43.71275,-79.54746,Popeyes Louisiana Kitchen,43.71593856809128,-79.55462802399225,Fried Chicken Joint
44,Allenby,43.71275,-79.54746,Mcdonald's in Walmart,43.71425035315577,-79.55328855960575,Fast Food Restaurant
45,Allenby,43.71275,-79.54746,Subway,43.71614960673307,-79.55466673728294,Sandwich Place
46,Allenby,43.71275,-79.54746,Afghan Kebobs Cuisine,43.71545056271825,-79.5555228740669,Food
47,Allenby,43.71275,-79.54746,ITM Academies,43.7136301,-79.5442754,Tennis Stadium
48,Allenby,43.71275,-79.54746,Pine Point Arena,43.71289906700462,-79.54286110675545,Skating Rink
49,Allenby,43.71275,-79.54746,Walmart Supercentre,43.71422595325398,-79.553293290053,Big Box Store
50,Allenby,43.71275,-79.54746,Hwy 401 at Islington,43.709295,-79.552185,Intersection
51,Allenby,43.71275,-79.54746,Pet Valu,43.71587407067702,-79.55422220154344,Pet Store
52,Allenby,43.71275,-79.54746,EB Games,43.71600267932909,-79.55438135656405,Video Game Store
53,Allenby,43.71275,-79.54746,Fresh Value,43.71615255818021,-79.55456561925416,Grocery Store
54,Allenby,43.71275,-79.54746,Mr. Sub,43.714746597678264,-79.55572593096782,Restaurant
55,Allenby,43.71275,-79.54746,Habib's Islamic Bookstore,43.71423913209601,-79.55595093943658,Bookstore
56,Allenby,43.71275,-79.54746,Second Cup,43.708103382279496,-79.55404109376742,Café
57,Allenby,43.71275,-79.54746,Hamdi Restaurant,43.71427325861527,-79.55714958735244,African Restaurant
58,Allenby,43.71275,-79.54746,Hwy 401 at Weston Rd.,43.713362,-79.536114,Intersection
59,Allenby,43.71275,-79.54746,U-Haul at Weston Rd,43.71730601922061,-79.53701412398578,Storage Facility
60,Allenby,43.71275,-79.54746,Mr. Sub,43.71108076,-79.53535287,Sandwich Place
61,Bay Street Corridor,43.65777,-79.38619,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
62,Bay Street Corridor,43.65777,-79.38619,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
63,Bay Street Corridor,43.65777,-79.38619,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
64,Bay Street Corridor,43.65777,-79.38619,Banh Mi Boys,43.65918751861582,-79.3821314997463,Sandwich Place
65,Bay Street Corridor,43.65777,-79.38619,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
66,Bay Street Corridor,43.65777,-79.38619,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
67,Bay Street Corridor,43.65777,-79.38619,Sansotei Ramen 三草亭,43.655157467561246,-79.38650067479335,Ramen Restaurant
68,Bay Street Corridor,43.65777,-79.38619,Red Lobster,43.656328,-79.383621,Seafood Restaurant
69,Bay Street Corridor,43.65777,-79.38619,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
70,Bay Street Corridor,43.65777,-79.38619,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
71,Bay Street Corridor,43.65777,-79.38619,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
72,Bay Street Corridor,43.65777,-79.38619,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
73,Bay Street Corridor,43.65777,-79.38619,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
74,Bay Street Corridor,43.65777,-79.38619,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
75,Bay Street Corridor,43.65777,-79.38619,Panago,43.65825817735338,-79.38431282558368,Pizza Place
76,Bay Street Corridor,43.65777,-79.38619,Starbucks,43.6595874273128,-79.3852515870617,Coffee Shop
77,Bay Street Corridor,43.65777,-79.38619,Tsujiri,43.65537430780922,-79.38535434742991,Tea Room
78,Bay Street Corridor,43.65777,-79.38619,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
79,Bay Street Corridor,43.65777,-79.38619,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
80,Bay Street Corridor,43.65777,-79.38619,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
81,Bay Street Corridor,43.65777,-79.38619,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
82,Bay Street Corridor,43.65777,-79.38619,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
83,Bay Street Corridor,43.65777,-79.38619,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
84,Bay Street Corridor,43.65777,-79.38619,DAVIDsTEA,43.65658619027106,-79.38116704725516,Tea Room
85,Bay Street Corridor,43.65777,-79.38619,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
86,Bay Street Corridor,43.65777,-79.38619,MUJI,43.656024,-79.383284,Miscellaneous Shop
87,Bay Street Corridor,43.65777,-79.38619,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
88,Bay Street Corridor,43.65777,-79.38619,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
89,Bay Street Corridor,43.65777,-79.38619,Cafe Plenty,43.65457125894357,-79.38944976536852,Café
90,Bay Street Corridor,43.65777,-79.38619,Blaze Pizza,43.656518,-79.380015,Pizza Place
91,Bay Street Corridor,43.65777,-79.38619,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
92,Bay Street Corridor,43.65777,-79.38619,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
93,Bay Street Corridor,43.65777,-79.38619,Nando's Flame-Grilled Chicken,43.661617063338966,-79.38609536960354,Portuguese Restaurant
94,Bay Street Corridor,43.65777,-79.38619,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
95,Bay Street Corridor,43.65777,-79.38619,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
96,Bay Street Corridor,43.65777,-79.38619,Marshalls,43.6591078,-79.3825682,Department Store
97,Bay Street Corridor,43.65777,-79.38619,Urban Herbivore,43.65497185575342,-79.38085556030273,Vegetarian / Vegan Restaurant
98,Bay Street Corridor,43.65777,-79.38619,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
99,Bay Street Corridor,43.65777,-79.38619,Kekou Gelato House,43.65609938127313,-79.39271479734887,Ice Cream Shop
100,Bay Street Corridor,43.65777,-79.38619,CF Toronto Eaton Centre,43.65414829177793,-79.38063889404071,Shopping Mall
101,Bay Street Corridor,43.65777,-79.38619,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
102,Bay Street Corridor,43.65777,-79.38619,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
103,Bay Street Corridor,43.65777,-79.38619,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
104,Bay Street Corridor,43.65777,-79.38619,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
105,Bay Street Corridor,43.65777,-79.38619,Cineplex Cinemas Yonge-Dundas,43.65612555948613,-79.38039005666784,Movie Theater
106,Bay Street Corridor,43.65777,-79.38619,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
107,Bay Street Corridor,43.65777,-79.38619,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
108,Bay Street Corridor,43.65777,-79.38619,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
109,Bay Street Corridor,43.65777,-79.38619,Yueh Tung Chinese Restaurant,43.655281263429195,-79.3853365267765,Chinese Restaurant
110,Bay Street Corridor,43.65777,-79.38619,Butter Baker,43.65566927096165,-79.3842978108375,Bakery
111,Bay Street Corridor,43.65777,-79.38619,Nordstrom,43.655041,-79.3809665,Clothing Store
112,Bay Street Corridor,43.65777,-79.38619,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
113,Bay Street Corridor,43.65777,-79.38619,Manpuku まんぷく,43.653612411792935,-79.39061276446213,Japanese Restaurant
114,Bay Street Corridor,43.65777,-79.38619,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
115,Bay Street Corridor,43.65777,-79.38619,Chatime 日出茶太,43.66110718944032,-79.38298852788093,Bubble Tea Shop
116,Bay Street Corridor,43.65777,-79.38619,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
117,Bay Street Corridor,43.65777,-79.38619,Indigo,43.65351471121164,-79.38069591056922,Bookstore
118,Bay Street Corridor,43.65777,-79.38619,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
119,Bay Street Corridor,43.65777,-79.38619,Aboveground Art Supplies,43.652645648070006,-79.3909251764317,Arts & Crafts Store
120,Bay Street Corridor,43.65777,-79.38619,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
121,Bay Street Corridor,43.65777,-79.38619,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
122,Bay Street Corridor,43.65777,-79.38619,Provo Food Bar,43.654293123974384,-79.39178769369552,Tapas Restaurant
123,Bay Street Corridor,43.65777,-79.38619,Massey Hall,43.654194704753934,-79.37889126670004,Concert Hall
124,Bay Street Corridor,43.65777,-79.38619,Chipotle Mexican Grill,43.65648501759579,-79.38094490841218,Mexican Restaurant
125,Bay Street Corridor,43.65777,-79.38619,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
126,Bay Street Corridor,43.65777,-79.38619,Starbucks (MaRS),43.65945605353152,-79.39041123272168,Coffee Shop
127,Bay Street Corridor,43.65777,-79.38619,LUSH,43.653557,-79.3804,Cosmetics Shop
128,Bay Street Corridor,43.65777,-79.38619,Lebanon Express,43.66099058425057,-79.38297576948105,Falafel Restaurant
129,Bay Street Corridor,43.65777,-79.38619,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
130,Bay Street Corridor,43.65777,-79.38619,YMCA,43.66275344493089,-79.3848492869005,Gym
131,Bay Street Corridor,43.65777,-79.38619,W Burger Bar,43.66133100835633,-79.3835570768382,Burger Joint
132,Bay Street Corridor,43.65777,-79.38619,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
133,Bay Street Corridor,43.65777,-79.38619,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
134,Bay Street Corridor,43.65777,-79.38619,T-Swirl Crepe,43.663452,-79.384125,Creperie
135,Bay Street Corridor,43.65777,-79.38619,Ontario College of Art and Design University (OCADU),43.65280251171013,-79.3910743699992,University
136,Bay Street Corridor,43.65777,-79.38619,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
137,Bay Street Corridor,43.65777,-79.38619,Sin and Redemption,43.65466135819523,-79.39173728227614,Bar
138,Bay Street Corridor,43.65777,-79.38619,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
139,Bay Street Corridor,43.65777,-79.38619,Four Seasons Centre for the Performing Arts,43.65060862138792,-79.38627956459021,Concert Hall
140,Bay Street Corridor,43.65777,-79.38619,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
141,Bay Street Corridor,43.65777,-79.38619,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
142,Bay Street Corridor,43.65777,-79.38619,Tim Hortons,43.656755,-79.380512,Coffee Shop
143,Bay Street Corridor,43.65777,-79.38619,Page One Cafe,43.65777161112601,-79.3760725691681,Café
144,Bay Street Corridor,43.65777,-79.38619,Tacos 101,43.656636132918166,-79.37696796225362,Taco Place
145,Bay Street Corridor,43.65777,-79.38619,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
146,Bay Street Corridor,43.65777,-79.38619,SEPHORA,43.65356,-79.380022,Cosmetics Shop
147,Bay Street Corridor,43.65777,-79.38619,Bulk Barn,43.661339682592825,-79.38268765156145,Grocery Store
148,Bay Street Corridor,43.65777,-79.38619,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
149,Bay Street Corridor,43.65777,-79.38619,Grange Park,43.652487552998565,-79.39205307540142,Park
150,Bay Street Corridor,43.65777,-79.38619,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
151,Bay Street Corridor,43.65777,-79.38619,Fran's,43.661255320138636,-79.38389304122866,Diner
152,Bay Street Corridor,43.65777,-79.38619,Roots,43.65361341708363,-79.38024401664734,Clothing Store
153,Bay Street Corridor,43.65777,-79.38619,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
154,Bay Street Corridor,43.65777,-79.38619,Queen's Park,43.66394609897775,-79.39217952520835,Park
155,Bay Street Corridor,43.65777,-79.38619,Bannock,43.652101173138405,-79.38117828399939,Restaurant
156,Bay Street Corridor,43.65777,-79.38619,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
157,Bay Street Corridor,43.65777,-79.38619,The Library Specialty Coffee,43.65441282740799,-79.39090161351724,Coffee Shop
158,Bay Street Corridor,43.65777,-79.38619,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
159,Bay Street Corridor,43.65777,-79.38619,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
160,Bay Street Corridor,43.65777,-79.38619,Balzac's Coffee,43.65785440672277,-79.37919981155157,Café
161,Bedford Park,43.73138,-79.42116,The Bagel House,43.7283374321573,-79.4180892175865,Bagel Shop
162,Bedford Park,43.73138,-79.42116,Tutto Pronto,43.72823508097344,-79.41808634471838,Italian Restaurant
163,Bedford Park,43.73138,-79.42116,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
164,Bedford Park,43.73138,-79.42116,Dickson Home Hardware,43.73559290588762,-79.42008904817052,Hardware Store
165,Bedford Park,43.73138,-79.42116,Starbucks,43.72878715466909,-79.41833981120918,Coffee Shop
166,Bedford Park,43.73138,-79.42116,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
167,Bedford Park,43.73138,-79.42116,Bistro on Avenue,43.727074384184064,-79.41756944393234,Wings Joint
168,Bedford Park,43.73138,-79.42116,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
169,Bedford Park,43.73138,-79.42116,Starbucks,43.7325643756872,-79.4192305175256,Coffee Shop
170,Bedford Park,43.73138,-79.42116,Ritché Bridal,43.72663321169346,-79.41746524575422,Bridal Shop
171,Bedford Park,43.73138,-79.42116,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
172,Bedford Park,43.73138,-79.42116,Darbar Persian Grill,43.735484,-79.420006,Restaurant
173,Bedford Park,43.73138,-79.42116,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
174,Bedford Park,43.73138,-79.42116,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
175,Bedford Park,43.73138,-79.42116,Gryfe's Bagel Bakery,43.72706236914395,-79.43158677774109,Bagel Shop
176,Bedford Park,43.73138,-79.42116,No Frills,43.73048664218584,-79.41870350421509,Grocery Store
177,Bedford Park,43.73138,-79.42116,A&W,43.725813,-79.417465,Fast Food Restaurant
178,Bedford Park,43.73138,-79.42116,Li'l Niblets & Baby Sprouts,43.72647872252676,-79.41749769877518,Baby Store
179,Bedford Park,43.73138,-79.42116,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
180,Bedford Park,43.73138,-79.42116,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
181,Bedford Park,43.73138,-79.42116,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
182,Bedford Park,43.73138,-79.42116,La Bamboche,43.72809138070416,-79.4180217257015,Bakery
183,Bedford Park,43.73138,-79.42116,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
184,Bedford Park,43.73138,-79.42116,Toronto Cricket Skating and Curling Club,43.7396604474521,-79.41873218093913,Sports Club
185,Bedford Park,43.73138,-79.42116,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
186,Bedford Park,43.73138,-79.42116,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
187,Bedford Park,43.73138,-79.42116,Grodzinski Bakery,43.72773841150353,-79.43159266924582,Bakery
188,Bedford Park,43.73138,-79.42116,What-a-bagel,43.729148289015136,-79.43195576972572,Bagel Shop
189,Bedford Park,43.73138,-79.42116,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
190,Bedford Park,43.73138,-79.42116,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
191,Bedford Park,43.73138,-79.42116,TD Canada Trust,43.7272537,-79.4172071,Bank
192,Bedford Park,43.73138,-79.42116,Shoppers Drug Mart,43.73627469604449,-79.41999933309785,Pharmacy
193,Bedford Park,43.73138,-79.42116,Il Fornaro,43.734073,-79.41987,Italian Restaurant
194,Bedford Park,43.73138,-79.42116,7-Eleven,43.7326108,-79.4324944,Convenience Store
195,Bedford Park,43.73138,-79.42116,McDonald's,43.73259250589356,-79.41966584226944,Fast Food Restaurant
196,Bedford Park,43.73138,-79.42116,Sea-Hi,43.731630356042174,-79.43301375635122,Chinese Restaurant
197,Bedford Park,43.73138,-79.42116,Pizza Pizza,43.731952,-79.415019,Pizza Place
198,Bedford Park,43.73138,-79.42116,Tov-Li,43.72920503909014,-79.43202160765792,Pizza Place
199,Bedford Park,43.73138,-79.42116,Harvey's & Swiss Chalet,43.730165663862444,-79.41867411150258,Fast Food Restaurant
200,Bedford Park,43.73138,-79.42116,Marty's Chez TABAC | Fine Cigars and Tobacconist,43.731409,-79.419204,Hobby Shop
201,Bedford Park,43.73138,-79.42116,Pizza Hut,43.72697448730469,-79.43163299560547,Pizza Place
202,Bedford Park,43.73138,-79.42116,Baskin Robbins,43.73331413324141,-79.41945159484654,Ice Cream Shop
203,Bedford Park,43.73138,-79.42116,Ledbury Dog Park,43.728096,-79.42542314529189,Park
204,Bedford Park,43.73138,-79.42116,The Beer Store,43.7242256,-79.4167954,Beer Store
205,Bedford Park,43.73138,-79.42116,GTA Smart Homes,43.7300735,-79.4111542,Home Service
206,Bedford Park,43.73138,-79.42116,Go Transit Bus,43.72508828790335,-79.4276446117076,Bus Line
207,Bedford Park,43.73138,-79.42116,Bedford Parkette,43.72331135358904,-79.42135047726958,Park
208,Bedford Park,43.73138,-79.42116,Milk N Honey,43.72842491484822,-79.43173323182924,Pizza Place
209,Bedford Park,43.73138,-79.42116,Umami Sushi,43.728357641664886,-79.431738818914,Sushi Restaurant
210,Bedford Park,43.73138,-79.42116,ba-li laffa,43.72911945754038,-79.4321235001723,Middle Eastern Restaurant
211,Bedford Park,43.73138,-79.42116,Dairy Treats,43.729165200478434,-79.43222241795046,Restaurant
212,Bedford Park,43.73138,-79.42116,Hartmans,43.72890862967947,-79.43215097734357,Kosher Restaurant
213,Bedford Park,43.73138,-79.42116,Pet Valu,43.739677242012625,-79.42318057507798,Pet Store
214,Bedford Park,43.73138,-79.42116,Avenue at Wilson,43.739809,-79.421633,Intersection
215,Bedford Park,43.73138,-79.42116,Le Mille Feuilles,43.73155833415694,-79.43288186708995,Bakery
216,Bloor West Village,43.65936,-79.48543000000001,Queen Margherita,43.65822425389276,-79.48803424201802,Pizza Place
217,Bloor West Village,43.65936,-79.48543000000001,Mad Mexican,43.658522787607566,-79.48823335648142,Taco Place
218,Bloor West Village,43.65936,-79.48543000000001,Grillway Subs and Burgers,43.660032483926535,-79.47993664555445,Diner
219,Bloor West Village,43.65936,-79.48543000000001,Campo,43.655191,-79.487067,Italian Restaurant
220,Bloor West Village,43.65936,-79.48543000000001,Patisserie 27,43.65835465149958,-79.48813736310686,Bakery
221,Bloor West Village,43.65936,-79.48543000000001,Buddha Pie,43.66159743273132,-79.47949864631512,Pizza Place
222,Bloor West Village,43.65936,-79.48543000000001,Jumbo Burger,43.66604656112246,-79.48223103271583,Burger Joint
223,Bloor West Village,43.65936,-79.48543000000001,Westwood Grill,43.65996227884925,-79.47975658290109,Asian Restaurant
224,Bloor West Village,43.65936,-79.48543000000001,LCBO,43.66594666914182,-79.48886342242957,Liquor Store
225,Bloor West Village,43.65936,-79.48543000000001,Caldense Bakery,43.66552643533291,-79.48826342019743,Café
226,Bloor West Village,43.65936,-79.48543000000001,Coffee Culture,43.6583591813047,-79.48797103929881,Café
227,Bloor West Village,43.65936,-79.48543000000001,Crème Fraîche Market Cafe,43.65940079528813,-79.4827499938127,Café
228,Bloor West Village,43.65936,-79.48543000000001,The Cat Pub and Eatery,43.66560819560132,-79.48924499291752,Dive Bar
229,Bloor West Village,43.65936,-79.48543000000001,Woody's Burgers Bar and Grill,43.657862,-79.487644,Burger Joint
230,Bloor West Village,43.65936,-79.48543000000001,The Beer Store,43.6656664,-79.4901111,Beer Store
231,Bloor West Village,43.65936,-79.48543000000001,Étienne Brulé Park,43.65281386452948,-79.49217796325684,Park
232,Bloor West Village,43.65936,-79.48543000000001,Tim Hortons,43.65811047637139,-79.48817633158475,Coffee Shop
233,Bloor West Village,43.65936,-79.48543000000001,Popeyes Louisiana Kitchen,43.667359043070654,-79.48678005057776,Fried Chicken Joint
234,Bloor West Village,43.65936,-79.48543000000001,7-Eleven,43.6652594,-79.4823848,Convenience Store
235,Bloor West Village,43.65936,-79.48543000000001,Wild Wing,43.667566815711886,-79.48718900675368,Wings Joint
236,Bloor West Village,43.65936,-79.48543000000001,Dollarama,43.66758048772865,-79.48738490658515,Discount Store
237,Bloor West Village,43.65936,-79.48543000000001,Subway,43.6659188127612,-79.48769768699339,Sandwich Place
238,Bloor West Village,43.65936,-79.48543000000001,Shoppers Drug Mart,43.66577983978014,-79.4865991973876,Pharmacy
239,Bloor West Village,43.65936,-79.48543000000001,KFC,43.66535513378559,-79.48972642421722,Fast Food Restaurant
240,Bloor West Village,43.65936,-79.48543000000001,Tim Hortons,43.66539975995932,-79.48822304606438,Coffee Shop
241,Bloor West Village,43.65936,-79.48543000000001,Tim Hortons,43.6676955,-79.4880034,Coffee Shop
242,Bloor West Village,43.65936,-79.48543000000001,Roti Time,43.66821126969315,-79.48715239190194,Indian Restaurant
243,Bloor West Village,43.65936,-79.48543000000001,Beresford Park,43.65628585903011,-79.47970165701675,Park
244,Bloor West Village,43.65936,-79.48543000000001,Enterprise Rent-A-Car,43.6653512532471,-79.4860276579857,Rental Car Location
245,Bloor West Village,43.65936,-79.48543000000001,Caboose Coffee House,43.66557382466553,-79.48098142157025,Coffee Shop
246,Bloor West Village,43.65936,-79.48543000000001,Subway,43.66793115320763,-79.48780286924602,Sandwich Place
247,Bloor West Village,43.65936,-79.48543000000001,TD Canada Trust,43.66792023649918,-79.48719844222069,Bank
248,Bracondale Hill,43.676,-79.42803,Pukka Restaurant,43.68105502412986,-79.4291869567722,Indian Restaurant
249,Bracondale Hill,43.676,-79.42803,Wychwood Barns,43.68002809008845,-79.42380960285216,Event Space
250,Bracondale Hill,43.676,-79.42803,Wychwood Barns Farmers' Market,43.68001040153905,-79.42384857341463,Farmers Market
251,Bracondale Hill,43.676,-79.42803,The Gem,43.674585355214134,-79.43194708186414,Bar
252,Bracondale Hill,43.676,-79.42803,The Stockyards,43.681570353914765,-79.4262096115835,BBQ Joint
